name,Location,Room_Type,Bed,Price,tax,Reviews,link
"Hotel Bricks, Karol Bagh, New Delhi","Karol bagh, New Delhi",Standard Double Room,1 queen bed,"? 3,690",+ ?443 taxes and fees,Scored 8.0,https://www.booking.comhttps://www.booking.com/hotel/in/bricks-karol-bagh-new-delhi1.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=815&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=816128401_344791928_2_2_0&highlighted_blocks=816128401_344791928_2_2_0&matching_block_id=816128401_344791928_2_2_0&sr_pri_blocks=816128401_344791928_2_2_0__369000&from=searchresults
Zostel Sangla,SA�ngla,Deluxe Room,1 full bed,"? 2,999",+ ?360 taxes and fees,Scored 9.0,https://www.booking.comhttps://www.booking.com/hotel/in/zostel-sangla-sangla.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=816&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=842569303_389328809_2_0_0&highlighted_blocks=842569303_389328809_2_0_0&matching_block_id=842569303_389328809_2_0_0&sr_pri_blocks=842569303_389328809_2_0_0__299900&from_sustainable_property_sr=1&from=searchresults
"Southern Star,Davangere",DA�vangere,Deluxe Double Room with Balcony,1 king bed,"? 4,500",+ ?792 taxes and fees,Scored 7.4,https://www.booking.comhttps://www.booking.com/hotel/in/southern-star-amp-convention.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=818&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=263890404_364677976_1_41_0&highlighted_blocks=263890404_364677976_1_41_0&matching_block_id=263890404_364677976_1_41_0&sr_pri_blocks=263890404_364677976_1_41_0__450000&from_sustainable_property_sr=1&from=searchresults
Hotel Runway Inn,Pura RaghunA�th,Superior Double or Twin Room,Beds: 1 double or 2 twins,"? 4,240",+ ?509 taxes and fees,Scored 6.6,https://www.booking.comhttps://www.booking.com/hotel/in/runwayinn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=819&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=493514602_165924334_1_42_0&highlighted_blocks=493514602_165924334_1_42_0&matching_block_id=493514602_165924334_1_42_0&sr_pri_blocks=493514602_165924334_1_42_0__424000&from=searchresults
Arunachala Guest house,VriddhA�chalam,Standard Single Room,1 twin bed,"? 1,001",+ ?120 taxes and fees,Scored 5.6,https://www.booking.comhttps://www.booking.com/hotel/in/arunachala-guest-house.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=820&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1094753606_382385652_1_0_0&highlighted_blocks=1094753606_382385652_1_0_0&matching_block_id=1094753606_382385652_1_0_0&sr_pri_blocks=1094753606_382385652_1_0_0__100100&from=searchresults
Rivera Resort,Jammalamadugu,Queen Room with Pool View,1 full bed,"? 1,971",+ ?237 taxes and fees,Scored 9.6,https://www.booking.comhttps://www.booking.com/hotel/in/rivera-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=821&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1124671301_385172891_0_0_0&highlighted_blocks=1124671301_385172891_0_0_0&matching_block_id=1124671301_385172891_0_0_0&sr_pri_blocks=1124671301_385172891_0_0_0__197100&from=searchresults
Hotel Star - Near Delhi Airport,"Mahipalpur, New Delhi",Deluxe Room,1 king bed,"? 4,442",+ ?533 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/star-one-delhi.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=822&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=538501601_193186826_2_2_0&highlighted_blocks=538501601_193186826_2_2_0&matching_block_id=538501601_193186826_2_2_0&sr_pri_blocks=538501601_193186826_2_2_0__444150&from_sustainable_property_sr=1&from=searchresults
Hotel Decent Suites - Delhi Airport,"South West, New Delhi",Deluxe King Room,1 full bed,"? 1,547",+ ?186 taxes and fees,Scored 7.5,https://www.booking.comhttps://www.booking.com/hotel/in/sagar-prasadam.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=824&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=819902101_344637090_1_41_0&highlighted_blocks=819902101_344637090_1_41_0&matching_block_id=819902101_344637090_1_41_0&sr_pri_blocks=819902101_344637090_1_41_0__154748&from_sustainable_property_sr=1&from=searchresults
The Serai Kabini,Begūr,Villa with River View,Entire villa • 1 bedroom • 1 bathroom • 28m²1 full bed,"? 26,000","+ ?4,680 taxes and fees",Scored 8.3,https://www.booking.comhttps://www.booking.com/hotel/in/the-serai-kabini.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=826&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=38666202_348667762_0_1_0&highlighted_blocks=38666202_348667762_0_1_0&matching_block_id=38666202_348667762_0_1_0&sr_pri_blocks=38666202_348667762_0_1_0__2600000&from_sustainable_property_sr=1&from=searchresults
SPOT ON The Highway Inn,BhandA�ra,Triple Room with Bathroom,1 king bed,? 387,+ ?63 taxes and fees,Scored 4.2,https://www.booking.comhttps://www.booking.com/hotel/in/spot-on-76772-the-highway-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=827&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=692486303_375714103_2_0_0&highlighted_blocks=692486303_375714103_2_0_0&matching_block_id=692486303_375714103_2_0_0&sr_pri_blocks=692486303_375714103_2_0_0__38748&from=searchresults
Hotel Hadimba palace,ManA�li,Standard King Room,1 full bed,"? 2,249",+ ?270 taxes and fees,Scored 8.1,https://www.booking.comhttps://www.booking.com/hotel/in/new-hadimba-manali-5-minutes-walking-distance-from-manali-mall-road.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=828&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=978523704_372392832_2_42_0&highlighted_blocks=978523704_372392832_2_42_0&matching_block_id=978523704_372392832_2_42_0&sr_pri_blocks=978523704_372392832_2_42_0__224925&from=searchresults
Hotel Priyadarsini,BA�nkura,Deluxe King Room,1 queen bed,"? 1,572",+ ?189 taxes and fees,Scored 5.0,https://www.booking.comhttps://www.booking.com/hotel/in/priyadarsini.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=831&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=612697809_385468295_1_0_0&highlighted_blocks=612697809_385468295_1_0_0&matching_block_id=612697809_385468295_1_0_0&sr_pri_blocks=612697809_385468295_1_0_0__157168&from=searchresults
Hotel Sagarmatha,BA�r,Standard Double Room,1 full bed,"? 2,499",+ ?300 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/sagarmatha-bir.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=832&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=694172408_348184800_2_42_0&highlighted_blocks=694172408_348184800_2_42_0&matching_block_id=694172408_348184800_2_42_0&sr_pri_blocks=694172408_348184800_2_42_0__249900&from=searchresults
Sparsh Resort,"Old Manali, ManA�li",Standard Double Room,1 full bed,"? 2,668",+ ?320 taxes and fees,Scored 8.6,https://www.booking.comhttps://www.booking.com/hotel/in/sparsh-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=833&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=139155801_86688274_1_42_0&highlighted_blocks=139155801_86688274_1_42_0&matching_block_id=139155801_86688274_1_42_0&sr_pri_blocks=139155801_86688274_1_42_0__266760&from_sustainable_property_sr=1&from=searchresults
Iora Guest House,Bharatpur,Double or Twin Room with Bathroom,1 full bed,"? 1,300",+ ?156 taxes and fees,Scored 9.2,https://www.booking.comhttps://www.booking.com/hotel/in/iora-guest-house.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=834&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=168154702_203670931_2_2_0&highlighted_blocks=168154702_203670931_2_2_0&matching_block_id=168154702_203670931_2_2_0&sr_pri_blocks=168154702_203670931_2_2_0__130000&from_sustainable_property_sr=1&from=searchresults
"The Nature's Green Resort, Bhimtal, Nainital",Nainital,Family Studio,Entire studio • 2 bathrooms • 46m²2 full beds,"? 12,150","+ ?2,187 taxes and fees",Scored 8.7,https://www.booking.comhttps://www.booking.com/hotel/in/nature-green-resort-by-jph-hotels.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=835&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=681492007_385990174_4_42_0&highlighted_blocks=681492007_385990174_4_42_0&matching_block_id=681492007_385990174_4_42_0&sr_pri_blocks=681492007_385990174_4_42_0__1215000&from_sustainable_property_sr=1&from=searchresults
JESTA RESIDENCY,Hassan,Standard Double Room,1 queen bed,"? 1,337",+ ?160 taxes and fees,Scored 8.9,https://www.booking.comhttps://www.booking.com/hotel/in/jesta-residency.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=836&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=1056258701_377800246_1_2_0&highlighted_blocks=1056258701_377800246_1_2_0&matching_block_id=1056258701_377800246_1_2_0&sr_pri_blocks=1056258701_377800246_1_2_0__133650&from=searchresults
The Birder's Inn,Bharatpur,Deluxe Double or Twin Room,Beds: 1 double or 2 twins,"? 4,400",+ ?528 taxes and fees,Scored 8.1,https://www.booking.comhttps://www.booking.com/hotel/in/the-birder-39-s-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=837&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=263616801_106035964_2_1_0&highlighted_blocks=263616801_106035964_2_1_0&matching_block_id=263616801_106035964_2_1_0&sr_pri_blocks=263616801_106035964_2_1_0__440000&from_sustainable_property_sr=1&from=searchresults
Mount View Residency Tiruttani,Tiruttani,Standard Double Room,1 queen bed,? 899,+ ?270 taxes and fees,Scored 5.2,https://www.booking.comhttps://www.booking.com/hotel/in/mount-view-residency-tiruttani.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=838&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=823397202_351057200_2_0_0&highlighted_blocks=823397202_351057200_2_0_0&matching_block_id=823397202_351057200_2_0_0&sr_pri_blocks=823397202_351057200_2_0_0__89900&from=searchresults
"Lemon Dew Beach House, Alleppey Beach",Alleppey,Double or Twin Room with Garden View,1 full bed,"? 1,200",+ ?144 taxes and fees,Scored 9.1,https://www.booking.comhttps://www.booking.com/hotel/in/lemon-dew-beach-house.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=841&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=586448702_236854539_2_0_0&highlighted_blocks=586448702_236854539_2_0_0&matching_block_id=586448702_236854539_2_0_0&sr_pri_blocks=586448702_236854539_2_0_0__120000&from=searchresults
The Himalayan Nest,Tawang,Family Junior Suite,"2 beds (1 twin, 1 king)","? 2,250",+ ?270 taxes and fees,Scored 8.6,https://www.booking.comhttps://www.booking.com/hotel/in/the-himalayan-nest.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=842&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=1088453702_381769073_1_42_0&highlighted_blocks=1088453702_381769073_1_42_0&matching_block_id=1088453702_381769073_1_42_0&sr_pri_blocks=1088453702_381769073_1_42_0__225000&from=searchresults
Amar Bagh Resort,Pushkar,Cottage with Garden View,Entire bungalow • 1 bedroom • 1 bathroom • 1 kitchen • 30m²1 king bed,"? 3,548",+ ?426 taxes and fees,Scored 8.1,https://www.booking.comhttps://www.booking.com/hotel/in/amarbagh-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=843&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=568824304_216891380_2_41_0&highlighted_blocks=568824304_216891380_2_41_0&matching_block_id=568824304_216891380_2_41_0&sr_pri_blocks=568824304_216891380_2_41_0__354780&from_sustainable_property_sr=1&from=searchresults
OYO KSL Guest House,KarA�mnagar,Standard Double Room,1 king bed,"? 1,259",+ ?172 taxes and fees,Scored 5.3,https://www.booking.comhttps://www.booking.com/hotel/in/oyo-29567-ksl-guest-house.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=844&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=479674302_351569988_1_0_0&highlighted_blocks=479674302_351569988_1_0_0&matching_block_id=479674302_351569988_1_0_0&sr_pri_blocks=479674302_351569988_1_0_0__125893&from=searchresults
Kalista Resort,ManA�li,Deluxe Room with Mountain View,1 queen bed,"? 2,900",+ ?348 taxes and fees,Scored 9.3,https://www.booking.comhttps://www.booking.com/hotel/in/kalista-residency.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=845&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=337155201_124889536_1_1_0&highlighted_blocks=337155201_124889536_1_1_0&matching_block_id=337155201_124889536_1_1_0&sr_pri_blocks=337155201_124889536_1_1_0__290000&from_sustainable_property_sr=1&from=searchresults
Mahathi Residency,NūzvA�d,Economy Double Room,1 full bed,"? 1,000",+ ?120 taxes and fees,Scored 10,https://www.booking.comhttps://www.booking.com/hotel/in/mahathi-residency.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=847&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390034&all_sr_blocks=992400501_372204022_2_0_0&highlighted_blocks=992400501_372204022_2_0_0&matching_block_id=992400501_372204022_2_0_0&sr_pri_blocks=992400501_372204022_2_0_0__100000&from=searchresults
